Date,Open,High,Low,Close,Volume,Adj Close,Dollar Volume,ATR,bb_low,bb_high,bb_mid,GKV,MACD,RSI,return_1d,log_return_1d,return_1w,return_2w,return_4w,return_1m,return_2m,return_3m,return_6m,return_9m,return_12m,Mkt_RF,SMB,HML,RMW,CMA,RF,VIX_Close,STOCHk,STOCHd,return_1d_lag_1,RSI_lag_1,ATR_roll_mean_5,ATR_roll_mean_10,ATR_roll_mean_21,MACD_roll_mean_5,MACD_roll_mean_10,MACD_roll_mean_21,RSI_roll_mean_5,RSI_roll_mean_10,RSI_roll_mean_21,STOCHk_roll_mean_5,STOCHk_roll_mean_10,STOCHk_roll_mean_21,STOCHd_roll_mean_5,STOCHd_roll_mean_10,STOCHd_roll_mean_21,target
2009-08-10,9368.410156,9371.959961,9290.339844,9337.950195,161370000,9337.950195,1506865.02296715,-0.5844470281015824,9.047609916586445,9.169387761248576,9.10849883891751,3.415907039203168e-05,1.3996915325355843,72.00748961546678,-0.0034279483430198487,-0.003433837219635194,0.005533871248294853,0.012516507570423663,0.01611592633823755,0.06563557916994522,0.03369977475674024,0.0351444966669503,0.020430408725695903,0.007947835236447265,-0.004418688245384161,-0.0032,0.005699999999999999,0.003,0.0013,-0.0004,0.0,24.989999771118164,86.67927956836523,90.32579288630929,0.01229552204423312,74.61347626868378,-0.574278152686178,-0.5313290506730334,-0.4340483188250838,1.3975238724742278,1.3010741061768754,0.7119715755230241,73.46135308446802,72.76467365641645,67.79302547144242,93.07704591722998,94.23367628601378,87.58562987404034,94.25363946005864,95.20681311341676,84.09857612713321,-1.0
2009-08-11,9334.330078,9334.330078,9216.879883,9241.450195,171380000,9241.450195,1583799.7344190998,-0.5889290686331248,9.063935057881507,9.16309161568478,9.113513336783143,4.1537759677944194e-05,1.315935565885242,64.69658454301891,-0.010334173773133948,-0.010387942101869996,-0.008448350448564956,0.007923698585036831,0.01611592633823755,0.06563557916994522,0.02647290631500443,0.029518397476236746,0.02672498518537636,0.0036440898346523642,-0.004418688245384161,-0.0125,-0.0027,-0.0121,0.009000000000000001,0.0016,0.0,25.989999771118164,79.18993343956465,85.41308493134099,-0.0034279483430198487,72.00748961546678,-0.5778096144956314,-0.5448954609482131,-0.4475323018757603,1.3824280397258975,1.3214072731717021,0.8076771698860681,71.13513974962159,72.11356650801959,68.60443920474022,89.52685680794437,92.3167817717542,90.09115458814361,92.39736661224345,93.98420490385074,87.2956760139978,1.0
2009-08-12,9236.05957,9424.110352,9221.019531,9361.610352,197420000,9361.610352,1848169.11569184,-0.5152941311424255,9.072736678081515,9.162586272835163,9.11766147545834,0.00016688614097447524,1.3036372629288249,68.92709856638189,0.013002305316216711,0.012918500995660054,0.008688814571326642,0.015908061277150054,0.01611592633823755,0.06563557916994522,0.03145957338842753,0.03832029173036777,0.027841060730662948,0.006004806289771292,-0.004418688245384161,0.0121,0.0053,0.0051,-0.0044,0.0016,0.0,25.450000762939453,76.89428308661454,80.92116536484814,-0.010334173773133948,64.69658454301891,-0.5641389401892845,-0.5460575255865399,-0.45431421391332694,1.3624345184915192,1.337433145275289,0.8994862167204516,70.28533328085643,72.0669750372056,69.5550245873947,85.4123190370214,90.3203021763114,91.89891755701754,89.33874058739858,92.29025341135977,89.85856733973382,1.0
2009-08-13,9362.290039,9406.5,9305.30957,9398.19043,145620000,9398.19043,1368564.4904166001,-0.543571824368963,9.07988437003531,9.163021382985333,9.121452876510322,5.2832207699271354e-05,1.298672723341962,70.10170314261384,0.00390745572872353,0.0038998414521085323,0.015333478919999699,0.013224670221557044,0.01611592633823755,0.06563557916994522,0.04464044155174962,0.03832029173036777,0.02865558810080704,0.008691849556860198,-0.004418688245384161,0.0073,-0.0017000000000000001,0.011000000000000001,-0.0077,-0.0005,0.0,24.709999084472656,79.59170409029909,78.55864020549276,0.013002305316216711,68.92709856638189,-0.5543130428052244,-0.554204797601072,-0.4681794067693315,1.3459875090772548,1.3471486457132251,0.9810765638236038,70.06927042723305,71.88927590132155,70.0779849179236,82.54504839418732,88.82036187278865,92.4740086974046,85.82807474638437,90.48581527361807,91.48802694752192,-1.0
2009-08-14,9398.040039,9401.969727,9232.830078,9321.400391,172780000,9321.400391,1610551.55955698,-0.5053795337635467,9.088206222293087,9.161094015893957,9.124650119093522,0.00013887620380995222,1.2333282485978077,64.5825784559751,-0.00817072601070945,-0.008204289342032212,-0.005194189518265446,0.008132889821167444,0.01611592633823755,0.06563557916994522,0.04691603132897049,0.03832029173036777,0.029038134287666217,0.013214177015143491,-0.004418688245384161,-0.0097,-0.0121,-0.0026,-0.0003,-0.0013,0.0,24.270000457763672,82.03216635931682,79.50605117874348,0.00390745572872353,70.10170314261384,-0.5475243172019285,-0.553819726145454,-0.4804223333439081,1.3102530666578844,1.346325422462728,1.0489384989570896,68.0630908646913,71.1101791860052,70.19425647007282,80.87747330883207,87.73283521019404,92.43221321428354,82.94494691334693,88.95783308643135,92.26837982290188,-1.0
2009-08-17,9313.849609,9313.849609,9116.519531,9135.339844,207100000,9135.339844,1891928.8816924,-0.43601455991864746,9.093992733264251,9.158501344639149,9.1262470389517,8.461940718331137e-05,1.0576331244093085,53.57613293326355,-0.019960578796684225,-0.02016248240888352,-0.021697518916783953,-0.008175277049710883,0.008017456478321972,0.044762360532229595,0.036871537151708766,0.024155234528527858,0.03195219028900409,0.003718116177716224,-0.004418688245384161,-0.0246,-0.0033,-0.0169,0.0054,-0.0012,0.0,27.889999389648438,64.12876643476461,75.25087896146016,-0.00817072601070945,64.5825784559751,-0.5178378235653416,-0.5460579881257598,-0.4861448601619531,1.2418413850326293,1.3196826287534285,1.0992060653950486,64.37681952825066,68.91908630635935,69.73946196116675,76.36737068211195,84.72220829967095,90.85142138170328,79.92996412837711,87.09180179421787,91.91921443113046,1.0
2009-08-18,9134.360352,9233.509766,9134.360352,9217.94043,158530000,9217.94043,1461320.0963679003,-0.4718909927803185,9.099034477256993,9.156790322997189,9.12791240012709,2.622894397095386e-05,0.954320097339846,57.07371959936271,0.009041873363282882,0.009001240374878705,-0.0025439475952290236,-0.005500530861371811,0.008362496370474926,0.041792919724345845,0.03798654180777383,0.02841238709571514,0.03195219028900409,0.009085697713287377,-0.004418688245384161,0.0111,0.005600000000000001,0.0124,-0.0033,0.0026,0.0,26.18000030517578,47.125784289297584,64.42890569445967,-0.019960578796684225,53.57613293326355,-0.4944302083947802,-0.5361199114452059,-0.49198753754951197,1.1695182913235498,1.2759731655247237,1.1345153081246866,62.85224653951941,66.99369314457051,69.30477650008365,69.95454085205853,79.74069883000145,88.43944802214988,75.73312828100083,84.06524744662214,90.57436087271222,1.0
2009-08-19,9208.679688,9313.089844,9131.94043,9279.160156,176910000,9279.160156,1641576.22319796,-0.4274274439061277,9.106611098927104,9.15359598153265,9.130103540229877,0.00017046133506465368,0.8964124925407184,59.50862785001033,0.006641367067285353,0.006619410350488408,-0.008807266367627187,-9.749300276729045e-05,0.01101715419594651,0.04073824055372244,0.04239484134157001,0.032833833979124094,0.03195219028900409,0.012826420452981768,-0.004418688245384161,0.0072,0.0034999999999999996,-0.0043,0.0026,0.0022,0.0,26.260000228881836,39.682602804990736,50.31238450968431,0.009041873363282882,57.07371959936271,-0.47685687094752066,-0.5204979055684025,-0.49446397715323265,1.0880733372459284,1.225253927868724,1.1575200358913758,60.9685523962451,65.62694283855078,68.89719531167003,62.51220479573377,73.96226191637759,85.62671251819887,69.61137210996807,79.47505634868332,88.305860640684,1.0
2009-08-20,9278.549805,9363.950195,9267.969727,9350.049805,151740000,9350.049805,1418776.5574107002,-0.4669230021399961,9.108931182200601,9.154324335674415,9.131627758937508,3.031152688662418e-05,0.8803838857128639,62.183579229617685,0.007639662190135121,0.007610627752713484,-0.005122329171616924,0.005053534207013488,0.007651041955933691,0.05278418280193353,0.04720787403569582,0.03832029173036777,0.03195219028900409,0.01164594403678132,-0.004418688245384161,0.01,0.0005,0.008199999999999999,-0.0011,0.001,0.0,25.09000015258789,54.38338312076254,47.06392340501695,0.006641367067285353,59.50862785001033,-0.46152710650172735,-0.5079200746534759,-0.49646989941071157,1.004415569720109,1.1752015393986819,1.173557027606483,59.38492761364587,64.72709902043945,68.7126623672344,57.47054060182645,70.00779449800689,83.6155098291446,63.312428749872915,74.57025174812864,85.89389012316444,1.0
2009-08-21,9347.860352,9519.110352,9347.25,9505.959961,293530000,9505.959961,2790284.42735233,-0.43162502802472646,9.109234274258547,9.158459532219219,9.133846903238883,5.7311866896458366e-05,0.9469817411034828,67.30011370158068,0.01667479417239326,0.016537296187182804,0.019799553957385863,0.007225159437296957,0.01115871418174419,0.0481481924298619,0.04720787403569582,0.03832029173036777,0.03195219028900409,0.0193874885178551,-0.004418688245384161,0.0183,0.0044,0.0072,-0.0026,-0.0002,0.0,25.010000228881836,73.35937059898366,55.80845217491231,0.007639662190135121,62.183579229617685,-0.4467762053539633,-0.4971502612779458,-0.5009711433935544,0.947146268221244,1.1286996674395642,1.1830593121919615,59.928434662766996,63.99576276372915,68.53418153294845,55.73598144975982,68.30672737929595,82.53730378969405,58.57290894910668,70.7589279312268,83.92650871234585,1.0
